Hello! Welcome to the world of QE Quality Control! Minimum area for a real peak: 1000. RT flexibility: 0.4. Blank can be this fraction of a sample: 0.3. S/N ratio: 4. Parts per million flexibility: 7. Processed on: 2019-11-04 09:26:21. 
"Replicate.Name","Mass.Feature","Retention.Time","Area","Background","Height","Mass.Error.PPM","Column","SN.Flag","area.min.Flag","ppm.Flag","RT.Flag","blank.Flag","all.Flags","Area.with.QC"
"180205_Smp_L2C1DCMless20m_C","Valine",8.63,13630004,151649392,"580555",-3.3,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",13630004
"180205_Smp_L2C2DCM_A","Valine",8.33,19895482,172684720,"860882",-3.2,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",19895482
"180205_Smp_L2C2DCM_B","Valine",8.71,20967224,202191232,"1110708",-2.8,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",20967224
"180205_Smp_L2C2DCM_C","Valine",8.16,13465501,205463136,"934755",-3,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",13465501
"180205_Smp_L2C2DCMplus10m_A","Valine",8.6,19164220,165636992,"1912922",-2.8,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",19164220
"180205_Smp_L2C2DCMplus10m_B","Valine",8.27,21201054,183500384,"3881320",-2.7,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",21201054
"180205_Smp_L2C2DCMplus10m_C","Valine",8.57,6633204,203889680,"534098",-3.4,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",6633204
"180205_Smp_L2C2DCMplus20m_A","Valine",8.81,15615758,171539024,"611718",-2.8,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",15615758
"180205_Smp_L2C2DCMplus20m_B","Valine",8.3,31522730,187363808,"10953530",-2.9,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",31522730
"180205_Smp_L2C2DCMplus20m_C","Valine",8.47,31360668,173401792,"1093587",-3.2,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",31360668
"180205_Std_4uMStdsInH2O_1","Dimethylsulfonioacetate (DMS-Ac)",8.57,0,0,"0",NA,"HILICPos",NA,"area.min.Flag",NA,NA,"blank.Flag","area.min.Flag, blank.Flag",NA
"180205_Std_4uMStdsInH2O_2","Dimethylsulfonioacetate (DMS-Ac)",8.54,0,0,"0",NA,"HILICPos",NA,"area.min.Flag",NA,NA,"blank.Flag","area.min.Flag, blank.Flag",NA
"180205_Std_4uMStdsInMatrix_1","Dimethylsulfonioacetate (DMS-Ac)",8.5,32642742,336067,"1981809",-2.5,"HILICPos",NA,NA,NA,NA,NA,"",32642742
"180205_Std_4uMStdsInMatrix_2","Dimethylsulfonioacetate (DMS-Ac)",8.44,26291490,188099,"1561210",-3.4,"HILICPos",NA,NA,NA,NA,NA,"",26291490
"180205_Blk_MQBlk_1","Dimethylsulfonioacetate (DMS-Ac)",8.5,134339,0,"12975",-2.6,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",134339
"180205_Blk_MQBlk_2","Dimethylsulfonioacetate (DMS-Ac)",8.48,6758,0,"5882",-0.4,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",6758
"180205_Blk_MQBlk_3","Dimethylsulfonioacetate (DMS-Ac)",8.57,6012,0,"3307",-1.4,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",6012
"180205_Blk_SWBlk_1","Dimethylsulfonioacetate (DMS-Ac)",8.51,1438593,0,"95993",-2.6,"HILICPos",NA,NA,NA,NA,NA,"",1438593
"180205_Blk_SWBlk_2","Dimethylsulfonioacetate (DMS-Ac)",8.44,1175393,0,"67813",-2.5,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",1175393
"180205_Blk_SWBlk_3","Dimethylsulfonioacetate (DMS-Ac)",8.5,911898,0,"61873",-3.1,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",911898
"180205_Poo_Sept29QC_1","Dimethylsulfonioacetate (DMS-Ac)",8.52,150569760,1406949,"8712345",-2.7,"HILICPos",NA,NA,NA,NA,NA,"",150569760
"180205_Poo_Sept29QC_2","Dimethylsulfonioacetate (DMS-Ac)",8.53,125585872,1135595,"7351000",-2.7,"HILICPos",NA,NA,NA,NA,NA,"",125585872
"180205_Poo_Sept29QC_3","Dimethylsulfonioacetate (DMS-Ac)",8.48,129071336,933670,"7189501",-3.6,"HILICPos",NA,NA,NA,NA,NA,"",129071336
"180205_Poo_Sept29QC_4","Dimethylsulfonioacetate (DMS-Ac)",8.49,125153904,569476,"7156648",-3.3,"HILICPos",NA,NA,NA,NA,NA,"",125153904
"180205_Poo_TruePoo_Full1","Dimethylsulfonioacetate (DMS-Ac)",8.51,349627520,3911331,"20434382",-2.9,"HILICPos",NA,NA,NA,NA,NA,"",349627520
"180205_Poo_TruePoo_Full2","Dimethylsulfonioacetate (DMS-Ac)",8.5,310300384,2886772,"19212186",-3,"HILICPos",NA,NA,NA,NA,NA,"",310300384
"180205_Poo_TruePoo_Full3","Dimethylsulfonioacetate (DMS-Ac)",8.45,314985888,3508477,"18025792",-3.2,"HILICPos",NA,NA,NA,NA,NA,"",314985888
"180205_Poo_TruePoo_Half1","Dimethylsulfonioacetate (DMS-Ac)",8.5,184401680,2157495,"11133843",-3,"HILICPos",NA,NA,NA,NA,NA,"",184401680
"180205_Poo_TruePoo_Half2","Dimethylsulfonioacetate (DMS-Ac)",8.47,152413216,1900586,"8976009",-3.1,"HILICPos",NA,NA,NA,NA,NA,"",152413216
"180205_Poo_TruePoo_Half3","Dimethylsulfonioacetate (DMS-Ac)",8.48,155434944,1813346,"9446586",-3.1,"HILICPos",NA,NA,NA,NA,NA,"",155434944
"180205_Smp_L1C32DCMless10m_A","Dimethylsulfonioacetate (DMS-Ac)",8.51,783399616,7631651,"44103740",-3.2,"HILICPos",NA,NA,NA,NA,NA,"",783399616
"180205_Smp_L1C32DCMless10m_B","Dimethylsulfonioacetate (DMS-Ac)",8.47,597258304,6282279,"34075604",-3.1,"HILICPos",NA,NA,NA,NA,NA,"",597258304
"180205_Smp_L1C32DCMless10m_C","Dimethylsulfonioacetate (DMS-Ac)",8.44,605406592,5725868,"34852608",-3.5,"HILICPos",NA,NA,NA,NA,NA,"",605406592
"180205_Smp_L1C32DCMless20m_A","Dimethylsulfonioacetate (DMS-Ac)",8.5,845772800,10636021,"49183956",-3.3,"HILICPos",NA,NA,NA,NA,NA,"",845772800
"180205_Smp_L1C32DCMless20m_B","Dimethylsulfonioacetate (DMS-Ac)",8.51,647232448,6776570,"38470712",-3.2,"HILICPos",NA,NA,NA,NA,NA,"",647232448
"180205_Smp_L1C32DCMless20m_C","Dimethylsulfonioacetate (DMS-Ac)",8.47,1399821952,11465752,"81008976",-3.7,"HILICPos",NA,NA,NA,NA,NA,"",1399821952
"180205_Smp_L1C33DCM_A","Dimethylsulfonioacetate (DMS-Ac)",8.53,601304896,7749949,"37203748",-3.3,"HILICPos",NA,NA,NA,NA,NA,"",601304896
"180205_Smp_L1C33DCM_B","Dimethylsulfonioacetate (DMS-Ac)",8.49,617618816,4748892,"36584724",-3.1,"HILICPos",NA,NA,NA,NA,NA,"",617618816
"180205_Smp_L1C33DCM_C","Dimethylsulfonioacetate (DMS-Ac)",8.48,458706432,5954630,"25739060",-3.5,"HILICPos",NA,NA,NA,NA,NA,"",458706432
"180205_Smp_L1C33DCMplus10m_A","Dimethylsulfonioacetate (DMS-Ac)",8.49,263607168,2719187,"15641410",-3.2,"HILICPos",NA,NA,NA,NA,NA,"",263607168
"180205_Smp_L1C33DCMplus10m_B","Dimethylsulfonioacetate (DMS-Ac)",8.48,152643232,1588387,"9136714",-3.2,"HILICPos",NA,NA,NA,NA,NA,"",152643232
"180205_Smp_L1C33DCMplus10m_C","Dimethylsulfonioacetate (DMS-Ac)",8.47,368134400,4362389,"22488582",-3.5,"HILICPos",NA,NA,NA,NA,NA,"",368134400
"180205_Smp_L1C33DCMplus20m_A","Dimethylsulfonioacetate (DMS-Ac)",8.53,124539456,904739,"7274121",-2.7,"HILICPos",NA,NA,NA,NA,NA,"",124539456
"180205_Smp_L1C33DCMplus20m_B","Dimethylsulfonioacetate (DMS-Ac)",8.5,115756528,1278510,"6722947",-3,"HILICPos",NA,NA,NA,NA,NA,"",115756528
"180205_Smp_L1C33DCMplus20m_C","Dimethylsulfonioacetate (DMS-Ac)",8.47,132315432,1562891,"7642654",-3.4,"HILICPos",NA,NA,NA,NA,NA,"",132315432
"180205_Smp_L2C1DCMless10m_A","Dimethylsulfonioacetate (DMS-Ac)",8.48,128008936,842431,"7578333",-2.9,"HILICPos",NA,NA,NA,NA,NA,"",128008936
"180205_Smp_L2C1DCMless10m_B","Dimethylsulfonioacetate (DMS-Ac)",8.48,175273840,1684122,"10039242",-3,"HILICPos",NA,NA,NA,NA,NA,"",175273840
"180205_Smp_L2C1DCMless10m_C","Dimethylsulfonioacetate (DMS-Ac)",8.47,169445280,2317313,"9812134",-3.4,"HILICPos",NA,NA,NA,NA,NA,"",169445280
"180205_Smp_L2C1DCMless20m_A","Dimethylsulfonioacetate (DMS-Ac)",8.49,258901936,3145610,"15094620",-2.9,"HILICPos",NA,NA,NA,NA,NA,"",258901936
"180205_Smp_L2C1DCMless20m_B","Dimethylsulfonioacetate (DMS-Ac)",8.51,180230880,2024992,"10473867",-2.9,"HILICPos",NA,NA,NA,NA,NA,"",180230880
"180205_Smp_L2C1DCMless20m_C","Dimethylsulfonioacetate (DMS-Ac)",8.5,193686032,1784636,"11429397",-3.6,"HILICPos",NA,NA,NA,NA,NA,"",193686032
"180205_Smp_L2C2DCM_A","Dimethylsulfonioacetate (DMS-Ac)",8.5,90884568,1102773,"5480887",-3.4,"HILICPos",NA,NA,NA,NA,NA,"",90884568
"180205_Smp_L2C2DCM_B","Dimethylsulfonioacetate (DMS-Ac)",8.5,114676912,1188046,"6435240",-3,"HILICPos",NA,NA,NA,NA,NA,"",114676912
"180205_Smp_L2C2DCM_C","Dimethylsulfonioacetate (DMS-Ac)",8.47,104172680,1055067,"6226916",-3.2,"HILICPos",NA,NA,NA,NA,NA,"",104172680
"180205_Smp_L2C2DCMplus10m_A","Dimethylsulfonioacetate (DMS-Ac)",8.51,97173960,969200,"5647542",-2.8,"HILICPos",NA,NA,NA,NA,NA,"",97173960
"180205_Smp_L2C2DCMplus10m_B","Dimethylsulfonioacetate (DMS-Ac)",8.48,56716616,516005,"3190046",-2.8,"HILICPos",NA,NA,NA,NA,NA,"",56716616
"180205_Smp_L2C2DCMplus10m_C","Dimethylsulfonioacetate (DMS-Ac)",8.47,109016440,1474837,"6392538",-3.5,"HILICPos",NA,NA,NA,NA,NA,"",109016440
"180205_Smp_L2C2DCMplus20m_A","Dimethylsulfonioacetate (DMS-Ac)",8.51,55003488,528721,"3242685",-3,"HILICPos",NA,NA,NA,NA,NA,"",55003488
"180205_Smp_L2C2DCMplus20m_B","Dimethylsulfonioacetate (DMS-Ac)",8.5,41292404,69520,"2238469",-2.8,"HILICPos",NA,NA,NA,NA,NA,"",41292404
"180205_Smp_L2C2DCMplus20m_C","Dimethylsulfonioacetate (DMS-Ac)",8.42,25097550,205050,"1428687",-3.3,"HILICPos",NA,NA,NA,NA,NA,"",25097550
"180205_Std_4uMStdsInH2O_1","Gonyol",10.5,0,0,"0",NA,"HILICPos",NA,"area.min.Flag",NA,NA,"blank.Flag","area.min.Flag, blank.Flag",NA
"180205_Std_4uMStdsInH2O_2","Gonyol",10.56,0,0,"0",NA,"HILICPos",NA,"area.min.Flag",NA,NA,"blank.Flag","area.min.Flag, blank.Flag",NA
"180205_Std_4uMStdsInMatrix_1","Gonyol",10.87,19656620,109903,"1475181",-2.7,"HILICPos",NA,NA,NA,NA,NA,"",19656620
"180205_Std_4uMStdsInMatrix_2","Gonyol",10.85,16940306,0,"1160983",-3.6,"HILICPos",NA,NA,NA,NA,NA,"",16940306
"180205_Blk_MQBlk_1","Gonyol",10.89,467657,0,"38635",-3,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",467657
"180205_Blk_MQBlk_2","Gonyol",10.85,376650,0,"33724",-2.8,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",376650
"180205_Blk_MQBlk_3","Gonyol",10.88,427088,0,"32058",-3,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",427088
"180205_Blk_SWBlk_1","Gonyol",10.98,1443782,0,"91735",-3.3,"HILICPos",NA,NA,NA,NA,NA,"",1443782
"180205_Blk_SWBlk_2","Gonyol",10.84,1136546,0,"60430",-3.1,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",1136546
"180205_Blk_SWBlk_3","Gonyol",10.91,783566,0,"53384",-3.4,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",783566
"180205_Poo_Sept29QC_1","Gonyol",11.02,106588424,1282922,"7721009",-3.7,"HILICPos",NA,NA,NA,NA,NA,"",106588424
"180205_Poo_Sept29QC_2","Gonyol",11.07,71970192,794668,"3816290",-3.3,"HILICPos",NA,NA,NA,NA,NA,"",71970192
"180205_Poo_Sept29QC_3","Gonyol",10.87,72304064,1716783,"3652570",-3.9,"HILICPos",NA,NA,NA,NA,NA,"",72304064
"180205_Poo_Sept29QC_4","Gonyol",11.06,74120184,1149328,"3983972",-3.6,"HILICPos",NA,NA,NA,NA,NA,"",74120184
"180205_Poo_TruePoo_Full1","Gonyol",11.02,53409012,438261,"3820044",-3.6,"HILICPos",NA,NA,NA,NA,NA,"",53409012
"180205_Poo_TruePoo_Full2","Gonyol",11.06,38530732,0,"2102126",-3.5,"HILICPos",NA,NA,NA,NA,NA,"",38530732
"180205_Poo_TruePoo_Full3","Gonyol",10.91,38329300,0,"2033213",-3.6,"HILICPos",NA,NA,NA,NA,NA,"",38329300
"180205_Poo_TruePoo_Half1","Gonyol",10.92,57521564,51477,"3600619",-3.5,"HILICPos",NA,NA,NA,NA,NA,"",57521564
"180205_Poo_TruePoo_Half2","Gonyol",10.96,45400312,0,"2658000",-3.3,"HILICPos",NA,NA,NA,NA,NA,"",45400312
"180205_Poo_TruePoo_Half3","Gonyol",10.94,46178660,0,"2760905",-3.7,"HILICPos",NA,NA,NA,NA,NA,"",46178660
"180205_Smp_L1C32DCMless10m_A","Gonyol",11.05,79702312,694237,"4290075",-3.9,"HILICPos",NA,NA,NA,NA,NA,"",79702312
"180205_Smp_L1C32DCMless10m_B","Gonyol",10.88,62943972,504363,"3262029",-3.4,"HILICPos",NA,NA,NA,NA,NA,"",62943972
"180205_Smp_L1C32DCMless10m_C","Gonyol",10.94,74213128,621471,"4042429",-3.7,"HILICPos",NA,NA,NA,NA,NA,"",74213128
"180205_Smp_L1C32DCMless20m_A","Gonyol",11.04,87242880,0,"4938605",-3.5,"HILICPos",NA,NA,NA,NA,NA,"",87242880
"180205_Smp_L1C32DCMless20m_B","Gonyol",11.04,62925032,222168,"3198840",-3.5,"HILICPos",NA,NA,NA,NA,NA,"",62925032
"180205_Smp_L1C32DCMless20m_C","Gonyol",10.94,101396824,736695,"5671906",-3.7,"HILICPos",NA,NA,NA,NA,NA,"",101396824
"180205_Smp_L1C33DCM_A","Gonyol",11.07,51901588,126338,"2846380",-3.4,"HILICPos",NA,NA,NA,NA,NA,"",51901588
"180205_Smp_L1C33DCM_B","Gonyol",10.89,60781572,396976,"2984621",-3.5,"HILICPos",NA,NA,NA,NA,NA,"",60781572
"180205_Smp_L1C33DCM_C","Gonyol",10.93,52821448,222998,"2948558",-4,"HILICPos",NA,NA,NA,NA,NA,"",52821448
"180205_Smp_L1C33DCMplus10m_A","Gonyol",11.03,47913600,453557,"2766326",-3.7,"HILICPos",NA,NA,NA,NA,NA,"",47913600
"180205_Smp_L1C33DCMplus10m_B","Gonyol",10.96,36592812,0,"1876001",-3.5,"HILICPos",NA,NA,NA,NA,NA,"",36592812
"180205_Smp_L1C33DCMplus10m_C","Gonyol",10.9,42910472,74125,"2354229",-4,"HILICPos",NA,NA,NA,NA,NA,"",42910472
"180205_Smp_L1C33DCMplus20m_A","Gonyol",11.08,20364014,0,"1276702",-3.5,"HILICPos",NA,NA,NA,NA,NA,"",20364014
"180205_Smp_L1C33DCMplus20m_B","Gonyol",11.04,20240738,0,"1059428",-3.3,"HILICPos",NA,NA,NA,NA,NA,"",20240738
"180205_Smp_L1C33DCMplus20m_C","Gonyol",10.91,22930816,29275,"1365514",-3.6,"HILICPos",NA,NA,NA,NA,NA,"",22930816
"180205_Smp_L2C1DCMless10m_A","Gonyol",11.07,35692696,0,"1985525",-3.3,"HILICPos",NA,NA,NA,NA,NA,"",35692696
"180205_Smp_L2C1DCMless10m_B","Gonyol",11.07,38803652,0,"2124757",-3.5,"HILICPos",NA,NA,NA,NA,NA,"",38803652
"180205_Smp_L2C1DCMless10m_C","Gonyol",10.88,36175624,0,"1804327",-3.8,"HILICPos",NA,NA,NA,NA,NA,"",36175624
"180205_Smp_L2C1DCMless20m_A","Gonyol",11.03,66695924,529862,"4099912",-3.3,"HILICPos",NA,NA,NA,NA,NA,"",66695924
"180205_Smp_L2C1DCMless20m_B","Gonyol",10.93,49128736,184155,"2701088",-3.2,"HILICPos",NA,NA,NA,NA,NA,"",49128736
"180205_Smp_L2C1DCMless20m_C","Gonyol",10.9,51789512,483776,"2863634",-3.7,"HILICPos",NA,NA,NA,NA,NA,"",51789512
"180205_Smp_L2C2DCM_A","Gonyol",11.06,27131060,0,"1679606",-3.7,"HILICPos",NA,NA,NA,NA,NA,"",27131060
"180205_Smp_L2C2DCM_B","Gonyol",11.07,26081724,577862,"1490868",-3.4,"HILICPos",NA,NA,NA,NA,NA,"",26081724
"180205_Smp_L2C2DCM_C","Gonyol",10.94,31661782,326102,"1738678",-3.5,"HILICPos",NA,NA,NA,NA,NA,"",31661782
"180205_Smp_L2C2DCMplus10m_A","Gonyol",11.03,36474376,46453,"1809584",-3.5,"HILICPos",NA,NA,NA,NA,NA,"",36474376
"180205_Smp_L2C2DCMplus10m_B","Gonyol",10.9,28715860,0,"1537554",-3.4,"HILICPos",NA,NA,NA,NA,NA,"",28715860
"180205_Smp_L2C2DCMplus10m_C","Gonyol",10.93,39405892,42092,"2263130",-4.1,"HILICPos",NA,NA,NA,NA,NA,"",39405892
"180205_Smp_L2C2DCMplus20m_A","Gonyol",11.05,24939910,25052,"1484590",-3.6,"HILICPos",NA,NA,NA,NA,NA,"",24939910
"180205_Smp_L2C2DCMplus20m_B","Gonyol",11.07,14250444,0,"740778",-3.5,"HILICPos",NA,NA,NA,NA,NA,"",14250444
"180205_Smp_L2C2DCMplus20m_C","Gonyol",10.93,21878186,0,"1271199",-3.8,"HILICPos",NA,NA,NA,NA,NA,"",21878186
"180205_Std_4uMStdsInH2O_1","Turicine",8.76,123906,420621,"9901",-3.2,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",123906
"180205_Std_4uMStdsInH2O_2","Turicine",8.68,262517,0,"13865",-3.1,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",262517
"180205_Std_4uMStdsInMatrix_1","Turicine",8.61,21194672,0,"982988",-2.9,"HILICPos",NA,NA,NA,NA,NA,"",21194672
"180205_Std_4uMStdsInMatrix_2","Turicine",8.54,18890290,72325,"803085",-3.8,"HILICPos",NA,NA,NA,NA,NA,"",18890290
"180205_Blk_MQBlk_1","Turicine",8.53,79713,163558,"13231",-3.5,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",79713
"180205_Blk_MQBlk_2","Turicine",8.51,93327,1373,"17896",-2.5,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",93327
"180205_Blk_MQBlk_3","Turicine",8.6,136855,167912,"14880",-3.8,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",136855
"180205_Blk_SWBlk_1","Turicine",8.58,377163,206265,"21458",-3.3,"HILICPos","SN.Flag",NA,NA,NA,NA,"SN.Flag, ",377163
"180205_Blk_SWBlk_2","Turicine",8.56,145226,101097,"22877",-3.3,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",145226
"180205_Blk_SWBlk_3","Turicine",8.54,82505,178366,"10149",-4,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",82505
"180205_Poo_Sept29QC_1","Turicine",8.63,102803672,4940914,"5294822",-3,"HILICPos",NA,NA,NA,NA,NA,"",102803672
"180205_Poo_Sept29QC_2","Turicine",8.62,90865384,3672721,"4642019",-3,"HILICPos",NA,NA,NA,NA,NA,"",90865384
"180205_Poo_Sept29QC_3","Turicine",8.59,93250608,3626022,"4698608",-3.8,"HILICPos",NA,NA,NA,NA,NA,"",93250608
"180205_Poo_Sept29QC_4","Turicine",8.59,88531408,4296115,"4426510",-3.5,"HILICPos",NA,NA,NA,NA,NA,"",88531408
"180205_Poo_TruePoo_Full1","Turicine",8.6,119870136,5092904,"5879047",-3.4,"HILICPos",NA,NA,NA,NA,NA,"",119870136
"180205_Poo_TruePoo_Full2","Turicine",8.62,114660432,5043155,"5496102",-3.3,"HILICPos",NA,NA,NA,NA,NA,"",114660432
"180205_Poo_TruePoo_Full3","Turicine",8.57,117950664,5499543,"5766729",-3.6,"HILICPos",NA,NA,NA,NA,NA,"",117950664
"180205_Poo_TruePoo_Half1","Turicine",8.56,63603464,3192225,"2930256",-3.3,"HILICPos",NA,NA,NA,NA,NA,"",63603464
"180205_Poo_TruePoo_Half2","Turicine",8.59,55941864,2471115,"2682898",-3.4,"HILICPos",NA,NA,NA,NA,NA,"",55941864
"180205_Poo_TruePoo_Half3","Turicine",8.57,57764912,2803083,"2709094",-3.4,"HILICPos",NA,NA,NA,NA,NA,"",57764912
"180205_Smp_L1C32DCMless10m_A","Turicine",8.6,149900144,6096537,"6693955",-3.4,"HILICPos",NA,NA,NA,NA,NA,"",149900144
"180205_Smp_L1C32DCMless10m_B","Turicine",8.63,146260160,4864707,"7088665",-3.4,"HILICPos",NA,NA,NA,NA,NA,"",146260160
"180205_Smp_L1C32DCMless10m_C","Turicine",8.6,142490544,7399500,"6705892",-3.7,"HILICPos",NA,NA,NA,NA,NA,"",142490544
"180205_Smp_L1C32DCMless20m_A","Turicine",8.64,164258416,7390024,"7658534",-3.4,"HILICPos",NA,NA,NA,NA,NA,"",164258416
"180205_Smp_L1C32DCMless20m_B","Turicine",8.62,175820992,7764372,"8007109",-3.5,"HILICPos",NA,NA,NA,NA,NA,"",175820992
"180205_Smp_L1C32DCMless20m_C","Turicine",8.56,231213552,10452442,"11709256",-3.6,"HILICPos",NA,NA,NA,NA,NA,"",231213552
"180205_Smp_L1C33DCM_A","Turicine",8.59,134991392,6344101,"6342128",-3.5,"HILICPos",NA,NA,NA,NA,NA,"",134991392
"180205_Smp_L1C33DCM_B","Turicine",8.59,171011584,6610467,"8295838",-3.4,"HILICPos",NA,NA,NA,NA,NA,"",171011584
"180205_Smp_L1C33DCM_C","Turicine",8.57,120955392,5843711,"5562749",-3.7,"HILICPos",NA,NA,NA,NA,NA,"",120955392
"180205_Smp_L1C33DCMplus10m_A","Turicine",8.6,103795904,5191327,"4827437",-3.6,"HILICPos",NA,NA,NA,NA,NA,"",103795904
"180205_Smp_L1C33DCMplus10m_B","Turicine",8.56,99837560,3638067,"4301620",-3.6,"HILICPos",NA,NA,NA,NA,NA,"",99837560
"180205_Smp_L1C33DCMplus10m_C","Turicine",8.57,129994888,5152745,"6149020",-3.7,"HILICPos",NA,NA,NA,NA,NA,"",129994888
"180205_Smp_L1C33DCMplus20m_A","Turicine",8.62,87411816,4074425,"3882225",-3.2,"HILICPos",NA,NA,NA,NA,NA,"",87411816
"180205_Smp_L1C33DCMplus20m_B","Turicine",8.6,77849992,4141460,"3461498",-3.4,"HILICPos",NA,NA,NA,NA,NA,"",77849992
"180205_Smp_L1C33DCMplus20m_C","Turicine",8.6,92114600,4727025,"3978033",-3.6,"HILICPos",NA,NA,NA,NA,NA,"",92114600
"180205_Smp_L2C1DCMless10m_A","Turicine",8.6,109691024,7024687,"5546346",-3.3,"HILICPos",NA,NA,NA,NA,NA,"",109691024
"180205_Smp_L2C1DCMless10m_B","Turicine",8.62,114476008,5973420,"5370656",-3.4,"HILICPos",NA,NA,NA,NA,NA,"",114476008
"180205_Smp_L2C1DCMless10m_C","Turicine",8.59,108205176,5021861,"5396563",-3.7,"HILICPos",NA,NA,NA,NA,NA,"",108205176
"180205_Smp_L2C1DCMless20m_A","Turicine",8.62,122559544,7247984,"5929890",-3.3,"HILICPos",NA,NA,NA,NA,NA,"",122559544
"180205_Smp_L2C1DCMless20m_B","Turicine",8.57,114041464,4776514,"5261529",-3.4,"HILICPos",NA,NA,NA,NA,NA,"",114041464
"180205_Smp_L2C1DCMless20m_C","Turicine",8.59,98840320,4594778,"4760080",-3.8,"HILICPos",NA,NA,NA,NA,NA,"",98840320
"180205_Smp_L2C2DCM_A","Turicine",8.62,100228768,4963009,"4699870",-3.7,"HILICPos",NA,NA,NA,NA,NA,"",100228768
"180205_Smp_L2C2DCM_B","Turicine",8.62,133822240,7860213,"6351495",-3.5,"HILICPos",NA,NA,NA,NA,NA,"",133822240
"180205_Smp_L2C2DCM_C","Turicine",8.6,117797320,5322827,"5446923",-3.5,"HILICPos",NA,NA,NA,NA,NA,"",117797320
"180205_Smp_L2C2DCMplus10m_A","Turicine",8.62,95117040,6106252,"4449536",-3.3,"HILICPos",NA,NA,NA,NA,NA,"",95117040
"180205_Smp_L2C2DCMplus10m_B","Turicine",8.63,83160080,6370905,"3731939",-3.2,"HILICPos",NA,NA,NA,NA,NA,"",83160080
"180205_Smp_L2C2DCMplus10m_C","Turicine",8.59,105643376,4869423,"5100345",-3.9,"HILICPos",NA,NA,NA,NA,NA,"",105643376
"180205_Smp_L2C2DCMplus20m_A","Turicine",8.57,90625576,5090073,"3986412",-3.4,"HILICPos",NA,NA,NA,NA,NA,"",90625576
"180205_Smp_L2C2DCMplus20m_B","Turicine",8.6,85842040,5120445,"4218740",-3.3,"HILICPos",NA,NA,NA,NA,NA,"",85842040
"180205_Smp_L2C2DCMplus20m_C","Turicine",8.53,67138872,3275560,"3030524",-3.8,"HILICPos",NA,NA,NA,NA,NA,"",67138872
"180205_Std_4uMStdsInH2O_1","Betonicine",8.76,82960,408543,"8459",-3.2,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",82960
"180205_Std_4uMStdsInH2O_2","Betonicine",8.68,205108,0,"13865",-3.2,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",205108
"180205_Std_4uMStdsInMatrix_1","Betonicine",8.61,21194672,0,"982988",-2.9,"HILICPos",NA,NA,NA,NA,NA,"",21194672
"180205_Std_4uMStdsInMatrix_2","Betonicine",8.54,18890290,72325,"803085",-3.8,"HILICPos",NA,NA,NA,NA,NA,"",18890290
"180205_Blk_MQBlk_1","Betonicine",8.37,29499,76837,"9271",-3.2,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",29499
"180205_Blk_MQBlk_2","Betonicine",8.36,42257,81759,"10376",-3.8,"HILICPos","SN.Flag",NA,NA,NA,"blank.Flag","SN.Flag, blank.Flag",42257
"180205_Blk_MQBlk_3","Betonicine",8.33,130690,21187,"15021",-3.7,"HILICPos",NA,NA,NA,NA,"blank.Flag","blank.Flag",130690
